pathway	10918.38802.R1.fastq.gz	10918.38895.R1.fastq.gz	10918.38896.R1.fastq.gz	10918.38899.R1.fastq.gz	10918.38903.R1.fastq.gz	10918.39015.R1.fastq.gz	10918.39024.R1.fastq.gz	10918.39025.R1.fastq.gz	10918.39027.R1.fastq.gz	10918.39028.R1.fastq.gz	10918.39029.R1.fastq.gz	10918.39125.R1.fastq.gz	10918.39127.R1.fastq.gz	10918.39130.R1.fastq.gz	10918.39136.R1.fastq.gz
COBALSYN-PWY	18181.465223858646	40838.05966529896	7945.67697009137	15689.793779307489	6043.883207146185	4453.491305324648	7046.305944919976	1938.382456213056	11187.990005112682	6851.367261246458	12401.492778039934	1980.6888289132812	20511.293687293204	8768.224315775798	6902.343443198275
CODH-PWY	11.997760061523644	0.0	0.0	886.7732253608025	0.0	0.0	0.0	3.9995222485848108	0.0	0.0	0.0	29.98329796832775	3.9997782543461455	0.0	0.0
COLANSYN-PWY	1675.919387438455	26598.39453360161	3663.33792030186	19879.25463447717	2289.4783620874073	6829.170687189374	7358.388988579606	5256.844282277101	8183.688100903258	1116.7954322037365	11837.966222774243	923.6219716947116	24931.890082454847	10255.80677534658	3955.2486420682853
COMPLETE-ARO-PWY	38294.77520311727	41300.92646519156	27769.956049523946	26582.595433975832	21668.72538226846	21773.089775788532	25635.810912587862	18954.498086913525	14188.555103506958	36638.72186618892	26638.773727540505	30189.66542177802	38854.48250027685	21783.070050536062	29710.161685972824
CRNFORCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9874755381604694	0.0	44.468922108575924	0.0	0.0	0.0	0.0
DAPLYSINESYN-PWY	25645.366351533852	25232.28906261044	23724.87249798908	19017.73313599829	18243.050648736076	20100.110243821935	21530.6502324267	16957.59325788879	7343.021955438953	32261.5324205262	21713.794365545058	27253.25505702515	25227.502948057023	15550.42864371687	25444.9651786976
DENITRIFICATION-PWY	0.0	0.0	0.0	0.0	1.3158949794268857	0.0	0.0	0.0	0.0	0.0	0.0	5.857589116281786	0.0	0.0	684.3321907616499
DENOVOPURINE2-PWY	30101.18221423168	41938.79175963837	19399.842583381705	25684.620546099923	17623.207565463246	16170.835582166736	15635.851473825605	12502.162136720915	12143.520047407343	21445.029693069377	21433.50384270885	12405.142838666807	34710.37548704267	18307.213220888254	22345.581782458394
DHGLUCONATE-PYR-CAT-PWY	0.0	0.0	0.0	0.0	1.1165938531905502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	948.705930174929
DTDPRHAMSYN-PWY	17569.93174949545	26588.504609972384	18034.194395079936	26421.40475695967	10566.84403050109	15236.90645466222	21747.98951196063	17242.533556077917	10433.124295084588	26233.71690466655	15994.63081601147	24886.189531829266	33414.62218558228	18402.958027111716	19636.92224027515
ECASYN-PWY	426.352851927076	1839.3574135730532	2408.1342654070518	4433.318848389021	6959.548573787367	4236.986527854334	6234.205184279688	1634.0839189124722	2368.486512794206	96.06913974214007	6487.185792739432	161.49205893238334	496.2973434758004	1790.574656846763	5107.830033852249
ENTBACSYN-PWY	1336.625478801131	5101.240931181415	6637.1199629187895	6929.18417387633	12394.776793573155	9389.98303638153	11949.041482059027	4093.3990246471044	3886.9938337628337	312.6946859763009	12506.168606969988	805.2496583699003	1225.9529906356495	4378.2526996851275	11761.156565493467
FAO-PWY	760.289035049007	3623.9392953576744	4366.510521761636	6971.73238830313	13288.533774380161	7966.382987644922	8410.813526481299	3140.3527435656765	4367.275221053313	308.1346799734645	11676.483883331233	382.87145265192487	1358.0582110592063	2711.8163285308815	11223.382327205763
