pathway	10918.38802.R1.fastq.gz	10918.38895.R1.fastq.gz	10918.38896.R1.fastq.gz	10918.38899.R1.fastq.gz	10918.38903.R1.fastq.gz	10918.39015.R1.fastq.gz	10918.39024.R1.fastq.gz	10918.39025.R1.fastq.gz	10918.39027.R1.fastq.gz	10918.39028.R1.fastq.gz	10918.39029.R1.fastq.gz	10918.39125.R1.fastq.gz	10918.39127.R1.fastq.gz	10918.39130.R1.fastq.gz	10918.39136.R1.fastq.gz
FASYN-ELONG-PWY	4120.320732958053	34368.56129373832	4817.26707830501	27334.4340212367	15133.826057989174	6532.814924168232	24976.7403145631	4928.016515265122	12275.341293875144	1978.1985060106379	13277.995327556377	1502.0864573545405	25861.937126617908	10523.306351911182	14031.655596505252
FASYN-INITIAL-PWY	754.6699037197274	3641.3283987331033	3518.2281635302525	7679.475427949425	12765.188988202626	6274.535131294489	8620.108185347011	4632.214588148829	4771.790401295399	1330.01586279066	8854.138860504829	517.3980130454123	622.5329227725481	8550.963306068514	11739.235231913699
FERMENTATION-PWY	20382.571536312313	24978.071143097957	21826.592528113055	20809.781526192248	18623.458208060292	20184.041161229692	11830.142590386964	16813.342579041	9840.035985479513	29081.16307680343	22521.8570042766	26078.861748437695	28717.832494950115	15477.507072227585	23628.162498431324
FOLSYN-PWY	9906.513300750154	36943.64476789245	13103.539372953946	25021.698242134935	15479.303849965469	13955.416834628511	13469.345999815649	10342.571927964242	12337.38300801536	8069.44574390377	20084.850897352873	7196.091228882555	31396.08711121138	15442.583193710274	18402.132418000583
FUC-RHAMCAT-PWY	590.1743065651392	3218.782705771605	2073.1909829557835	3288.936584528346	1375.3301137009719	4452.910930462769	9820.473910466104	1989.9384222066326	3472.1057899044067	867.9676667647063	7899.390885753528	131.21041695722084	2296.045961518159	2535.038318872496	1489.388528123853
FUCCAT-PWY	330.8208333859848	1619.594394009288	1772.4258428749056	1644.328231388461	1075.5157770868486	4243.130969162869	7444.014993595461	1322.4895197002977	4798.3094282428865	1016.6174081306049	7347.0341757635215	68.3408994862286	1093.7959337565976	1399.742131292875	1433.6173430689066
GALACT-GLUCUROCAT-PWY	1351.5069263743676	20074.309047691924	2706.532308221766	8324.340391853328	6795.987397029884	4488.494265248451	12339.97949230499	2716.3203811526723	7873.905656844872	1306.5925458871848	8699.568264276135	638.2323270878585	6310.314484099001	5998.637111031771	5807.008087238377
GALACTARDEG-PWY	298.3165725333663	2564.221913441247	1913.3979259997348	3262.599383869641	5627.067910107778	3695.5803669282204	5299.085452652028	1181.0880158575376	1906.7173986146613	123.15280000628967	6060.948176043635	88.33509612854039	660.2597408847508	1222.55841694302	4150.455035836033
GALACTUROCAT-PWY	2021.6458337312877	25338.484684848947	2784.284175852422	15897.95727623123	8066.062087238278	4524.361875800103	13550.42346409805	3333.696945012118	9428.956637449071	2075.915808253396	8850.236143273707	1511.0777771600146	13212.576875439525	5983.110296331717	5969.422103913986
GALLATE-DEGRADATION-I-PWY	0.0	0.0	0.0	0.0	0.7657142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.42857142857144
GALLATE-DEGRADATION-II-PWY	0.0	0.0	0.0	0.0	0.7657142857142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.42857142857144
GLCMANNANAUT-PWY	1500.1200135036922	5044.966494849123	3564.7780344934135	8852.087664460478	2232.9404414081673	6548.566370783181	10137.845291278289	3662.974688529033	6480.195971649843	2659.474816978012	9851.630599458753	1844.1074065168718	2430.379554596619	2745.8041400918173	3304.1380108870626
GLUCARDEG-PWY	298.3165725333663	2234.8226672267024	1913.3979259997348	3189.627378574038	5627.250081716361	3695.5803669282204	5295.911213002911	1181.0880158575376	1906.7173986146613	148.74796301767256	6280.167913761949	88.33509612854039	627.9021185257864	1222.55841694302	4277.524400441234
GLUCARGALACTSUPER-PWY	298.3165725333663	2564.221913441247	1913.3979259997348	3262.599383869641	5627.067910107778	3695.5803669282204	5299.085452652028	1181.0880158575376	1906.7173986146613	123.15280000628967	6060.948176043635	88.33509612854039	660.2597408847508	1222.55841694302	4150.455035836033
GLUCONEO-PWY	28253.631773718796	36660.96456946278	16186.033094025075	26419.52414955255	16606.776375233283	11729.978162214946	21493.19897442076	8827.04258681094	11442.614054364967	15870.253855203524	19140.29396228894	6273.594526690571	34102.92566430727	14829.702137209933	17856.614310587596
GLUCOSE1PMETAB-PWY	634.4611588645424	2792.914047597043	3122.716439055762	4860.105194428901	8372.038170033886	6410.387955301238	7223.331299113582	2119.9611227591577	5927.309755850378	931.5020373618557	9706.385023890329	256.2855060467474	542.7045428731651	2209.6796667969643	8163.059056509061
GLUCUROCAT-PWY	1961.545615920469	18364.67801133557	2979.6071788966574	6930.924159669013	7469.120529263951	5032.464398913	14157.030448785588	2775.651505694104	7807.24499622645	2011.519355332498	9294.686616130268	1412.3390356010025	5369.325834981662	5944.980469062859	6489.962999749712
GLUTORN-PWY	21685.66918862243	26600.91604203388	21305.906891848146	20711.394806074626	15955.275576055597	17279.44944158901	21162.920466401523	14641.644661836817	10944.228650105368	29109.214738857212	21380.717480923926	24796.645107496446	24008.82277826388	13606.943953171798	22677.321141908975
GLYCOCAT-PWY	19676.692137837283	35855.51017538587	21487.88841952078	28102.044217093688	17655.999018765837	20023.325788453225	18220.404425098517	17747.87746758356	13906.780646385381	29103.56077172781	24442.904380127056	26256.890292533524	35240.01664909279	17150.736707332675	23687.34786642194
GLYCOGENSYNTH-PWY	18147.694263613725	20742.107923017258	19935.024519284343	16602.387062387523	15003.12708574302	17758.128990020934	24300.211758308506	16228.325839916972	10189.727280779574	27856.27803402089	19590.73091668902	25358.3858826191	23594.31490086202	12627.417630047052	21540.398983635903
GLYCOL-GLYOXDEG-PWY	414.5419367172927	1684.25856963506	2476.0120538131246	4955.7271520402355	1325.661290272721	4701.303500004118	6193.92262177404	1587.414297231243	1587.8507567453194	24.3624036193143	6241.981857411202	110.56967812906998	878.7214538040008	1626.5858226856524	2494.9395902418914
GLYCOLYSIS	29910.81682277376	43171.94583697601	19510.314024490042	29637.47480034225	18103.51560484319	18591.101871735686	28244.95645152284	13123.457190976094	13639.513727354597	21389.892990786833	26254.888973805424	10529.715117857499	41722.0132960231	18936.584089255426	23076.50996321944
GLYCOLYSIS-E-D	11601.776260739358	29986.52171324707	9912.784184621234	14741.097022773394	15639.666268186493	10305.852992936923	16134.308541865525	6315.186882632837	8242.453081718682	10373.045033156503	17289.351782297155	5307.723432283641	19387.247517680244	12638.903874642376	17135.892297235012
GLYCOLYSIS-TCA-GLYOX-BYPASS	1912.8652582781642	6977.664264217891	6447.1596907619705	10449.532735056488	12118.762644980523	9113.392628370393	10800.751592497332	4416.557411243648	6143.684548594564	543.1766346143778	14130.5574870106	720.1301615701822	1648.5065757488267	5591.300490627905	12448.989941511465
GLYOXYLATE-BYPASS	863.2727864752849	4198.883664273639	2633.799558157383	7064.388698942661	6671.275316802988	5510.877409799585	6288.902929869919	3005.0213566951784	4102.758017345394	180.779198785352	10079.771237335612	198.6001841767336	894.3390580055266	3522.3844724216556	5840.472366528141
GOLPDLCAT-PWY	96.60997955072895	520.0755738702735	242.0744623597941	196.38883198542425	253.97815390158382	1187.2872526320805	928.8271064346486	317.53671444518983	242.0467707694204	23.18186589669388	27.077245362251293	45.01599091666363	773.4186864326616	149.8860281458555	0.0
HCAMHPDEG-PWY	248.9454545454545	1146.7636363636364	1727.1272727272726	1586.8363636363638	773.8909090909091	3436.581818181818	4571.127272727273	1105.3090909090909	1089.1636363636362	7.82608695652174	4577.236363636363	18.32727272727273	236.5090909090909	1131.9272727272728	928.4776755018298
HEME-BIOSYNTHESIS-II	15809.821636096956	13291.439076348046	5804.212566712852	3057.361246774016	6944.616490562557	3794.553208704537	6481.385666533348	1455.0824292414336	2462.013529344359	5918.805212241934	6047.506232923017	1669.2018570338466	3215.4996673415963	5856.155035453085	6214.418333300403
HEMESYN2-PWY	19820.87619747617	18513.539976028107	8858.613520493722	4664.260456742668	11875.188128846523	5731.283479891862	15768.174109207024	2898.416185070479	5287.311642905745	8229.097289519497	10425.277591042122	2480.4838914876186	3374.229937658418	8499.107097502078	12672.28031565988
HEXITOLDEGSUPER-PWY	4344.513395509282	6043.9069244	8276.606723807527	8821.41082625341	12785.856145006233	9009.684161013069	21652.535729207975	5059.957614869569	5432.631520122419	1744.6507259806667	14663.751575476052	3215.2599707680447	2284.413321675609	4770.212798890322	9035.64981698301
HISDEG-PWY	15865.098321397563	30064.83997601603	5152.997673065736	15391.731602740365	8646.994764500525	366.564903577268	143.5764989438336	3024.2687764509997	2116.2126621032708	5639.013492653554	4789.049923273657	2332.5858321011647	17592.099616370466	9513.033071308912	8362.01379817113
HISTSYN-PWY	24823.07993715109	36943.84545793421	14387.398268607509	23404.404388774896	14627.217645778783	13344.731721130238	22086.746170529612	9077.222600966878	11537.170058827027	15193.975205250974	18199.768715520237	6150.987986282936	35835.41502460729	15466.809582966933	16964.69162452214
HOMOSER-METSYN-PWY	23863.775237048038	27454.258482110596	21444.69656667459	15961.58256758434	16969.41550162287	17447.420868785855	21871.94753404071	14408.193024469816	6953.0707411715375	29482.144862359488	18201.90716505821	24899.88881383455	22099.666032473582	13766.012837600667	23908.98115881882
HSERMETANA-PWY	25963.921393815563	30274.401816589627	14190.774453039303	17834.481819224366	15253.2177384356	10515.059093239932	15992.74852780592	6392.935917309056	7931.645362453339	14971.15064331224	19096.850347165357	4992.954698461594	24437.7578591164	15205.063453969258	17298.255256142016
ILEUSYN-PWY	35320.12904464976	47918.90148125729	27573.54418773465	30273.167950402596	21776.041334646954	22027.302752331674	28049.64033175739	18349.743699411127	14819.920855355342	36933.73366457247	27476.910798859015	29425.613282938753	41635.755948814076	21846.640581707674	30165.88582348512
KDO-NAGLIPASYN-PWY	1742.0913633136495	8650.129814616801	4857.094610150333	10443.40574794224	9006.146197169719	4567.305775621872	4318.551684989106	2421.102508929893	5449.455100961784	2117.1946095053536	9435.975808463843	555.415216615467	1749.1998614352397	5158.285343716748	8373.584942198186
KETOGLUCONMET-PWY	0.0	0.0	0.0	7.994582881906826	0.9999554397781971	0.0	0.0	35.72229007829878	0.0	9.901627087965057	0.0	0.0	19.702292348913364	336.04613337276356	0.0
LACTOSECAT-PWY	828.2243192978797	312.8866174568382	754.5971592383776	168.52000458908788	625.2739946039611	615.1470467626691	16406.80506968515	1849.4398731192314	334.4308681304198	442.47095755971606	833.4637442759829	1313.6766362650887	562.8787199015519	193.31370610891656	1170.4244315597941
LEU-DEG2-PWY	8.62364646493928	0.0	0.0	0.0	1.3388220713250916	0.0	0.0	31.752181404536692	33.696012104411636	33.32130377554239	54.168963505303395	8.822909097700714	0.0	0.0	1079.404220051212
MET-SAM-PWY	27551.280550111336	32983.48236482268	24093.932286345174	20683.162750650175	18812.221583172395	20111.576722511516	22659.425733947774	16818.17956663705	8827.665062536178	32223.568353353257	22013.368021662922	27451.6115050588	28703.154379839958	16793.399240483806	25961.98368642812
METH-ACETATE-PWY	127.48270734690924	1828.7212290932564	2309.1038437828674	129.30473269479964	2717.2233027547372	3.9936716271274317	0.0	0.0	1182.4781531996382	4.798622775860405	1334.8602140169335	0.0	0.0	0.0	0.0
METHGLYUT-PWY	311.76345054325117	1394.3721299753747	1908.8105810924717	2420.615584120983	1122.2302156891888	3667.888455794209	5140.648563767918	1233.4347671106702	1390.382066859379	12.767769153919794	4984.9396631899335	35.308603807670956	367.3698795418462	1286.8114238419357	1518.6937410480643
METHYLGALLATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	0.9571334566578957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.67866845604814
NAD-BIOSYNTHESIS-II	575.2823562448599	2728.2632549174327	2934.3723580152273	4750.467903472685	7879.790780820488	5987.1287795004655	5662.738939150782	2025.3727724589971	2675.5652563818853	855.6873021108604	7547.7542072240785	215.38378827601179	522.2233217657871	2083.0439817706233	6855.811105304183
NADSYN-PWY	6.180776311519667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.58897899627634	21.74582680018348	0.0	0.0	0.0	0.0	17.588219747320338
NAGLIPASYN-PWY	16044.920096124008	32554.227564032863	6565.433465238361	19007.999280105887	9271.948908788041	4137.825433253236	4309.881207490946	2819.288028583331	8138.2812403745675	5749.816005124447	10750.528913479306	1743.5441791007097	23385.566978825536	10685.784971718	8954.08395024576
NONMEVIPP-PWY	30409.666895561662	40795.29261297941	23358.022367432164	27184.46228088832	17607.4012061409	17787.426797252247	11189.185923387351	15636.421127904123	12475.963369074965	31463.912409896227	22757.362755425136	25609.903483584265	36444.45242228853	19186.912663142248	24214.42650165417
NONOXIPENT-PWY	39247.829608986656	50781.053246188894	28607.14618270327	29953.860108860765	29062.256274842795	24507.172149976912	43123.543764995906	19710.352900140228	16397.58000332271	37205.24030364122	31575.47661813465	28257.382439026263	42819.13019242326	22866.643758427195	30967.170579026075
OANTIGEN-PWY	21977.199658626494	25342.39961333873	20245.121951876306	17419.657101196477	12579.908068979435	16843.345934276236	20508.409040117444	15810.971737549677	6645.5827781666385	28483.26609724034	17052.561532999935	25299.236605572827	25208.997596979763	15933.212456600513	20597.028932038495
ORNARGDEG-PWY	377.8701480046813	1749.6382562629874	2135.951692552916	3691.6975785349114	6253.661780456156	4091.9213076227165	6037.519722578354	1397.5232917570875	2221.500330414455	99.4102331320305	5770.3080338521295	125.9175058556069	422.25285881321224	1376.119139037025	4820.906102682955
ORNDEG-PWY	498.8114009878202	2190.7167696767488	2750.743382428043	3416.6884403282406	7023.254547988436	4298.3285266266475	5610.439170922198	1481.2693190244427	2281.5670272625657	133.49968745349008	6668.469552298298	140.24626444159176	449.72774229380724	1833.7646449556817	8994.659582122596
P101-PWY	58.39138158140215	0.0	0.0	44.6322093462624	0.0	0.0	0.0	75.28770098622947	4.991920556306485	39.28474465594271	0.0	4.931038092979305	0.0	0.0	0.0
P105-PWY	2231.6641543178807	8004.871148466053	4716.811076264098	13952.954449841656	11430.110312801893	8247.22537609451	9079.694775334958	4879.735660586475	7231.146490859908	822.6649238466648	13338.040814781574	849.4516848023371	2691.7446228431536	5959.9915203875635	11196.058273804207
P108-PWY	3925.03915170644	44239.26783309481	4094.090350916397	23370.338259241977	7446.01700022797	800.1635893288889	148.03029379543312	3131.34865138992	9969.71811324985	1641.6490448907145	11079.994291793888	1666.8016376122418	29202.902101171174	14056.935696045179	7423.169739505694
P122-PWY	12125.426714894336	14426.14626221948	13775.36394239052	14677.305103350147	13433.727894190593	17539.965371486942	19460.15739383515	11816.461622933222	1235.4237369249283	7143.579828850531	17036.12503905278	7011.5299316366345	26030.274558135312	13466.695828039783	18527.29728686359
P124-PWY	21206.073270574267	15957.854689019532	20901.515136523623	16528.08364897936	13217.51936778122	18152.493359157048	20176.411518508794	15948.86588479287	1412.877395514378	29494.682765998798	17778.521296955532	25996.190079624674	28247.2703018912	14552.354548559779	20469.920116884467
P125-PWY	116.58344253983478	605.6138383173986	97.85693434626398	8.989971637539071	17.23963642852609	20.08909555486428	35.97940249119236	150.68308719345904	11.103706788074492	221.10155694184348	610.8759795590488	210.0479823184513	138.30491832823455	127.26189196162784	269.38933704953973
P161-PWY	22217.20450197104	16761.326961596274	27997.660157799975	16978.62841075461	20915.112467471947	27389.204814636905	32096.638525175425	22247.086095755378	5869.251226929718	35261.54419479128	27859.48300302149	33446.375787840065	22618.406874330158	15437.359141783863	28648.087248986176
P162-PWY	139.09999095635396	2393.798159960498	0.0	7.955474245247621	5.353685437074519	77.67903801489447	0.0	350.2929752374551	15.20125468336802	65.87235706598001	0.0	0.0	139.81505231291754	0.0	1884.8375157061391
P163-PWY	0.0	1438.7995271032048	0.0	1142.9411784034166	0.0	4.3623421669735745	17.993819798969806	184.18889016286923	0.0	18.33021746675118	386.8535901199882	11.739201381392528	2994.138532609097	5.330297914442009	0.0
P164-PWY	1566.1947898231454	8853.09534910679	5551.7473781836825	6094.86525868443	6707.586770439248	2982.285187791504	8989.89047352733	3576.754147407923	3829.3904226641494	3183.57352734693	11714.156580561383	456.768349436369	9800.304719263038	5282.993936671386	0.0
P221-PWY	0.7999864282934687	0.0	0.0	0.0	1.3399353025849878	0.0	0.0	0.0	31.916927375668166	15.596997354408222	60.49857446373863	9.998687977018928	15.994976410935491	0.0	1300.1291626686912
P23-PWY	7563.460520363524	20638.38435040483	7866.031559486027	16098.507571576625	13368.180542916696	2417.3344801031135	7280.37882931762	5380.6598707288	8928.613498996192	3534.699732538351	16945.597009397705	3353.949954632761	21284.29403540792	14576.423956641784	12662.383456136848
P241-PWY	5.909657320872275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.082872928176796	0.0	0.0	0.0	0.0	0.0
P281-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	17.442857142857143	16.398592331913317	0.0	0.0	0.0	0.0	134.18110918544195
P341-PWY	57.441256883096415	0.0	0.0	24.987203002753798	44.939012258073426	22.484839576098867	0.0	252.85473943759925	0.0	0.0	518.76624660432	0.0	72.42378021516822	24.98134238297953	0.0
P381-PWY	14.637625710467798	0.0	0.0	0.0	6.491872232479262	0.0	0.0	141.61697200024594	19.254960246535585	0.0	0.0	0.0	0.0	0.0	595.6279471366859
P4-PWY	24497.361514737004	21006.01042792485	18255.253193706394	17895.602848494436	16699.574384598654	14402.871395302813	19036.988169395485	10569.70040385372	6297.326362801807	21444.440799493783	19061.72075209055	9075.536652229937	25328.37910321882	14747.962502607625	21259.584607717887
P42-PWY	29480.29411507483	52651.22712219323	11532.929647308836	30175.300247461917	11331.374046754738	2267.1026217666417	9197.387254138219	5947.7081276373665	12579.275059197189	11412.157198909017	16007.717181181857	4252.711488046161	43126.46741983233	19956.841595153663	10705.54761625657
P441-PWY	4554.541691077829	12553.819091194691	8869.563339345475	15733.811087031312	5964.822951523246	12409.686817537828	18289.503985386953	7237.050071979759	8430.78614690862	7349.023405351323	17822.782563263143	4863.6091757630575	7050.155345582519	6938.504120387494	8577.01842302409
P461-PWY	2276.0297180019147	4413.959032411646	6692.618388269352	7478.933654293112	10964.240640564838	8218.334405089314	19391.75278974512	4018.0668909297315	4833.100945635136	795.2070952590099	13793.998815780817	1910.458992189267	926.7637416350016	3925.127194664648	8261.115991206396
P562-PWY	200.77836350076777	379.30322314274616	92.75691529363505	1201.2959169303517	4885.488094992799	39.311059130582265	452.7910691460366	151.91307991377138	943.1081955584193	64.49953632148379	655.4214779365692	66.19018449367996	98.6331960408109	37.028966401706036	3796.1401751493013
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	18884.960331556573	32413.47936404523	10500.919339348819	22013.56658735168	12789.412595669362	6477.311202893862	8411.10944756545	4878.743086031564	9708.31701237152	9226.967209093025	14508.758474303802	3603.703144555055	28057.14645615959	12586.504560532301	13049.319580863836
PANTOSYN-PWY	4286.753101238202	29446.608289589625	5860.682876575478	20947.096605438943	10602.750351932902	6898.195620339857	10565.99791765699	4701.8148470723545	10088.8627941424	851.986469728003	13196.663853298633	1937.2437723876244	25053.273351642827	10060.212165319777	10492.021690349951
PENTOSE-P-PWY	35102.41624011386	42214.07373559208	25698.893486410077	25318.45014957884	21401.843497048554	21160.50914008882	23220.284321739575	17332.62311431799	9751.650433093464	34030.5327883106	24372.724721064158	26836.63599447287	36314.92426836443	20606.046746212978	27285.103951514615
PEPTIDOGLYCANSYN-PWY	32726.29157041183	39379.29453283477	24212.372491375154	25380.58431078216	18456.76660615311	19869.101977706527	23004.27913665985	16912.189135366523	11548.382776136115	31923.95308829188	22676.128322064105	26519.062216434006	37080.435281504964	19132.498627456134	25334.710011240524
PHOSLIPSYN-PWY	32651.63890425554	36667.77746995112	23947.46176439363	20381.504315089525	20278.083841808173	21178.6071471708	25310.19211155188	14397.163114091909	13127.958551608823	27246.356050028524	25513.159156867656	15605.20323555152	28031.947381292106	18143.20478338333	27168.411895422236
POLYAMINSYN3-PWY	1094.2504734362903	1220.355535675268	241.12355125097082	838.0981289950479	127.31287358868585	183.77051696424203	40.58369170442638	464.9971153314207	3139.5548784410953	135.45130475635517	3890.3709301209997	417.43841390530827	2043.4667169410534	333.2543716036383	4063.1817518335265
POLYAMSYN-PWY	1285.7655231513068	7236.803952869313	5322.31899893582	4218.529964288134	8407.352103634868	4983.664907264902	7477.388935772188	2053.7124695124176	3314.2014577385107	470.0169131964655	9562.71007727428	531.8539224935719	3990.4284076228096	4045.007920637469	7830.436912548314
POLYISOPRENSYN-PWY	25695.86630377179	36408.47622875196	14431.29928614333	22402.74813768671	14618.376855328306	11097.869562453752	19784.59027601907	7067.796593366271	10676.23745544782	14898.03425186169	17475.692290957628	5665.533104070178	28880.52011703804	15528.404037977445	17203.428547195133
PPGPPMET-PWY	648.1137573488669	3427.933710536263	3918.2307513576193	5790.2151821094185	10641.586374069366	8274.002505698427	8028.0072961531705	2642.206488754711	3768.195024125544	1085.8606673300733	9795.090781957424	256.9768431512172	582.5918225822976	2641.9692191108447	9357.269659258252
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	0.0	0.0	0.0	1.1910838111767337	0.0	0.0	96.48923182754145	40.84705412769932	38.2383795151895	76.96850557118809	0.0	0.0	0.0	1256.1972379287893
PRPP-PWY	5084.771259809196	14751.916678561322	11798.41988552957	17339.618060915465	15668.842437960839	13281.442953525826	13855.335760305867	9243.039411315494	9149.835712184384	6234.544147286407	18777.547873672327	3041.492888984439	21816.286520988746	14112.80742063857	18320.597418855683
PWY-1269	16039.55454697088	30609.78883092085	6962.008247818669	18614.267307567952	10244.980396264056	4642.423075650037	4850.8372706073205	2849.787113321739	8488.127090465094	5754.382429007418	11390.722102795484	1764.4973351599365	21205.01685855919	10528.730301080124	9666.925073270859
PWY-1622	3.420083049362407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-181	37.53798873526804	0.0	0.0	0.0	0.0	0.0	0.0	263.82499086623136	0.0	87.04610680870003	0.0	15.284229616440559	0.0	0.0	0.0
PWY-1861	1000.8075842795204	1795.1836977631444	167.0296506223446	619.1377737417814	1288.1735979206758	1838.226460288774	11679.691819699325	0.0	486.09653871822997	2670.0882560768728	4789.31425197585	271.83072276472024	625.1490398049633	479.84991965487086	0.0
PWY-2941	2050.2899471006704	558.6211754505355	2761.751627104583	1148.5770823490022	1928.7298942141324	6513.271355653971	7414.667480520387	4309.507269497895	408.77525621903203	1231.4252414276216	1316.1530004837073	2949.3108944543455	2558.1128006265476	1055.9505576540073	2608.6785233670607
PWY-2942	36282.73401763441	44337.00384863671	27186.690856043606	28740.300849142488	21588.469648564478	21331.86852529915	25536.538339198298	18494.804902022257	13802.392844906532	35824.26352901549	25917.309583984028	28989.573681709604	40681.925050818434	21700.07123146541	28901.493783532595
PWY-3001	29026.47559513854	40527.69048076072	25231.17655013826	29350.67322730886	19595.16728788036	21130.743592626688	24433.946679823603	17983.57432364562	13252.942607050942	33832.92288526278	24412.20119481961	28703.43352962271	39168.49169910516	19132.50179305221	27677.38986041825
PWY-3781	471.76505221092384	0.0	53.95210715655234	434.6489516216518	21.394704229906758	0.0	0.0	658.5323220019302	127.68827414068716	561.0408843017284	0.0	85.59788772914366	11.999016822507427	3.9998215888049478	9536.533345331532
PWY-4361	0.0	0.0	0.0	45.33975907904615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4722	0.0	0.0	0.0	0.0	2.384377214906554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-4984	22459.35066740358	18007.286788403057	9409.943236145014	9424.301668003922	7403.190840696764	670.4125523475883	240.80541503775618	1318.3405694155408	2112.349697761332	10597.117837094713	6458.622186849713	3401.4554601489313	19686.62295690787	8581.68547449968	8088.599193832303
PWY-5005	2700.49092031406	18737.80801446478	4434.296955821108	1096.401587805408	5575.4184624660875	620.5405783990739	85.90362944842659	1002.560493140645	1881.5814906603414	1057.4199613767391	5640.168485186535	890.2387118846281	3469.664377580596	7200.591417560186	5441.295083571231
PWY-5022	1039.6742767478513	3994.2913020099863	4250.88691902687	1929.8810025634	5122.864517031683	567.8073642409714	1633.7798265488634	934.7440745767767	1406.5295471103377	210.9054750949114	5325.511645619111	308.5627895635211	2683.0241532855366	2945.183690954141	5274.141881765196
PWY-5028	42.43180355720474	196.72849865275182	4.9970911425940745	330.7116425170129	53.7240195470623	353.5124480220225	135.06251765666036	0.0	236.63660594385937	670.9461471493487	772.276269288154	7.485568299250055	173.96172359686688	275.22126722435763	4868.705011021855
PWY-5088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.940900423414384	0.0	0.0	0.0
PWY-5097	35034.23392247291	42773.61266936822	26563.1229427646	28141.07331286544	20985.921599262474	21036.13737597524	25035.273605615035	17783.632497930415	13726.444011684174	35190.26240283488	25439.729758045545	28276.198244117666	39977.199303765105	21206.939509088577	28107.585574460496
PWY-5100	35533.21546811327	40421.12393268759	26627.487189680196	21760.1443760388	18638.206984120305	21874.83454879831	28215.228263692017	18517.6242108982	11904.65057458743	35981.42035961326	22944.681154287133	29883.500143691253	37018.38975557233	19925.25304147529	26525.19962537122
PWY-5101	27417.017059643174	42776.760611837024	26560.078036046987	32833.557787226986	20525.538647886668	23784.000461381816	29962.42520141386	19961.64738411026	15331.919793491741	36757.21663375714	27556.3391438724	31817.051182196235	42314.035794379764	20387.098497035968	30129.865823648186
PWY-5103	25159.190483710358	38512.397161778885	23879.22291355443	28912.683803171658	18382.38093193466	20695.57882782727	26284.940146152894	17594.92684328088	13557.761251055157	32881.972786860555	24527.688946154907	28305.648875911116	37804.94557485278	18389.5131481519	26838.950446105566
PWY-5104	25488.362726315976	39701.86639535277	18280.36868061995	26046.10777849708	17468.144837988784	10504.839806389802	28219.30082292661	8344.011487545105	14450.504949959108	20336.58377614783	22039.50239891593	8507.863190845446	37797.18366722135	17618.42798623071	19476.59768753976
PWY-5121	30829.02520054105	39853.57205401464	23261.514419518797	25675.305949517937	16453.5058632163	17502.062744120405	12763.88912603826	15777.431929937826	11901.189936770694	31485.61149551187	21625.413342190117	25785.91698067464	36441.349221833174	18885.255438267544	23560.33846488913
PWY-5154	1616.8740647555255	18775.9080165696	4505.704564816565	19662.409756838017	9948.394751358546	7534.232291555679	8261.901556837147	4476.702811473916	8011.798824322576	2152.5712840650153	11310.708101157965	1193.0708230139412	24010.26528010834	9340.805237569202	11372.741820381352
PWY-5177	1132.3887070879307	4303.646530641381	5282.934057054215	3036.228886493927	8147.979260483831	1499.1649402604342	221.18566076132623	2186.0297265024856	3350.400118308664	564.7886049029469	10342.829916804698	1313.9498307458773	1185.1043268233175	3501.3110140237254	9782.03605810281
PWY-5178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.382312034556401	10.145183245934312	0.0	0.0	0.0	0.0	0.0
PWY-5180	485.86815458489116	1672.2505524916637	2068.02693473555	1858.6169028171555	932.8762611631681	4018.1504494882793	7195.570604458563	1332.0743715199085	1228.152762014165	25.216997276842353	5233.1860395545955	167.90110532153818	290.26065860288423	1341.0809656540844	1753.5545349852564
PWY-5181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.726427910647736	12.47707784856484	55.37104503312887	0.0	0.0	0.0	786.4555725030374
PWY-5182	485.86815458489116	1672.2505524916637	2068.02693473555	1858.6169028171555	932.8762611631681	4018.1504494882793	7195.570604458563	1332.0743715199085	1228.152762014165	25.216997276842353	5233.1860395545955	167.90110532153818	290.26065860288423	1341.0809656540844	1753.5545349852564
