# Constructed from biom file
#OTU ID	10918.38802.R1.fastq.gz	10918.38895.R1.fastq.gz	10918.38896.R1.fastq.gz	10918.38899.R1.fastq.gz	10918.38903.R1.fastq.gz	10918.39015.R1.fastq.gz	10918.39024.R1.fastq.gz	10918.39025.R1.fastq.gz	10918.39027.R1.fastq.gz	10918.39028.R1.fastq.gz	10918.39029.R1.fastq.gz	10918.39125.R1.fastq.gz	10918.39127.R1.fastq.gz	10918.39130.R1.fastq.gz	10918.39136.R1.fastq.gz
b75d05e361f46e33b39ef21d05334744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3501.0	0.0	0.0
5d62137a2d05df0be8d6b7e163a3ef08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bca0b81a0b8d59e90c25a323c2f62f31	0.0	0.0	206.0	0.0	254.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0
599ba6458e91e2527f358f547ea39261	0.0	130.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e5c67d4a73757253e743eb1cc11aa761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180.0	0.0
2b982979f2401a8bc447d7141879e9b2	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d061a99148d649c4eca4836c5f4b5b68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
19cb3add28813b2bf3e1f40a000d33c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
877f27b47c85f6b2d3cf8a6aa86def40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
ea3433f2c148c6fae4cc2e9ae197f5b8	0.0	118.0	0.0	30.0	0.0	2.0	0.0	0.0	0.0	0.0	704.0	0.0	0.0	0.0	0.0
4311a44a7d56ce4086afad3e75bedd6e	0.0	2177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7d4bc1c15b975e6ffe247f13716e5f53	0.0	11.0	205.0	41.0	45.0	148.0	0.0	0.0	16.0	50.0	0.0	220.0	98.0	56.0	1769.0
161551008a744871aa77a22127bc4369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11671.0
11b87544ba5c2450ef40a729e9160acb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
d0f1985c2b919dcbd0bf4664c844a900	0.0	171.0	3402.0	0.0	3108.0	0.0	0.0	0.0	90.0	6.0	51.0	0.0	0.0	0.0	0.0
ea3af29626a95b6c7b89d631bf1a739c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
458157e555a80f9ba01d9da37ef787eb	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
ef1e4ce321f7da16072a07c43712b353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10947.0	0.0	0.0
1ba09da532a0f9985b3caf72a47b42e3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	55.0	0.0	0.0	0.0	0.0
5e151aa3f416a2fa6f0a1d8985282783	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7be9bac1b13acbd8acf0de464d7c20e6	72.0	0.0	65.0	0.0	0.0	0.0	24.0	102.0	0.0	148.0	0.0	0.0	0.0	54.0	0.0
1243750138937650754b619370565800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
370829fece3190f1a8efccf50b7d0921	0.0	317.0	0.0	253.0	0.0	0.0	4.0	0.0	0.0	0.0	70.0	0.0	698.0	0.0	0.0
bc4177a5fd330e9c23138dac2d6c69e0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74ec9fe6ffab4ecff6d5def74298a825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	453.0	0.0	88.0	0.0	0.0
7667b07b46f3d78c76f13781337cd218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2214.0	0.0	0.0	0.0	0.0	0.0	10.0
95f0cac7cb67191beab572915835222e	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3baa56d5f42b81f2817aa34412e36439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	278.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03569e3fd843f501355f7853b0ec9361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
539c656b9710b0099a96a678b3023299	1204.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1ad289cd8f44e109fd95de0382c5b252	0.0	0.0	0.0	0.0	0.0	0.0	805.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0f92fcc184a951ff8b0914467ad2f8f9	14.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0	0.0
f47f8e690205be8c0572db3c32829f43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0
6ed7152332889b69d2d2f33c53b68934	0.0	0.0	156.0	113.0	0.0	0.0	0.0	60.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
5b6a30b5a900999d91448bc79c5e14d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8f4a3341ccda8d1b45f286cb686a3aec	0.0	1439.0	1321.0	0.0	875.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0
7a9469ff27dc7afffdb7238976da0a6e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
993ea35e8ad7ff6894e32247dc507e9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0
143dd6319cc76fcc35bc3ae8b5ffbda0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
2480f3aa1e7784b461d9b5b83a6bfc81	603.0	47.0	0.0	0.0	4.0	60.0	0.0	17.0	33.0	59.0	80.0	0.0	26.0	22.0	6.0
3b092a59cd0e2d57483420cc994ec49c	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0021d135d4ac12982cc8abdf2b38e23f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
858be9542c4efbc8e1753defcd1ba0dc	3561.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0ae0be308568d07e0434434b14b8d565	0.0	0.0	0.0	0.0	0.0	7.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6a5f9d9d0fbc066a57bb7798f9f371ff	0.0	0.0	40.0	0.0	0.0	0.0	31.0	0.0	0.0	5.0	61.0	0.0	0.0	0.0	0.0
67cd78854a06d6e3867c28745e509ad9	0.0	0.0	0.0	0.0	0.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0
0f0c741eeebdb89289460115e9430f1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0
18a2d4ffc2f4ba00c178fa54b8a88b02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
bae0d49b5eb22b0dfaecbcbf39a52265	0.0	48.0	0.0	63.0	0.0	0.0	160.0	10.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0
74923f4bbde849e27fc4eda25d757e2a	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	2.0	0.0
fa1d5d724ccb4287e07ea1caa9d35502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d9b76ee51ff2b6961430bf352cc578f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	37.0	0.0	142.0	0.0	0.0	198.0
832e6210c0410af8e0356bea5ec39c80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a4dbf71f32a016e120fe6cf253dfa6c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3268.0	0.0	0.0	0.0	0.0	0.0	0.0
68c83aae1babce28612ba404b1096cc1	5.0	0.0	2.0	3.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	30.0	0.0
bda6b6e7da7508c68057140e7bd6cd8d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
48d9883fd871b82d9bbc89cb0447be8c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	102.0	0.0	0.0	0.0	0.0
04cf55ca51883bf19bca35e8ab225def	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
f837443696652157e220ae13e330e0e6	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3e93fd55a231bb99b67a666bad8446a8	0.0	25.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
b678d830a23af8626e8af01d29a08d18	29.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
d73c014c9a033812619aa44e9cae934f	0.0	10.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68bb0065fa02ba7b52acf3f4d833895b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.0
9e8e56f06c0615130e1e2f459bd4052a	18.0	23.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	10.0	11.0	28.0	10.0	54.0	0.0
9478530fe286b6839b11fde9c2b0f9a0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	781.0	0.0	0.0	0.0	0.0
424613c7d3d2daf5c715d1356a972381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
34cddd9fe152c24d78924ef25927d67c	0.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b1cc61423f9cdd7009e52e461c8d09a8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
e0fdbc7f687a7ea0cf13009c2e501197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
4c43e27f9e322a71a891d99891f8cb0e	0.0	0.0	0.0	0.0	0.0	396.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3ab478dc774698160752d65d58e108ca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
9ac5fec396208e598ab2e2d26985d0df	23.0	0.0	0.0	10.0	0.0	9.0	0.0	102.0	0.0	0.0	0.0	0.0	29.0	10.0	0.0
490d2aec117bd7289577684ba3cc1b64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
3128e057b1d4f320961e4da677724613	0.0	367.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2fee36ac3b841b7c63b377f87cd57634	46.0	0.0	0.0	0.0	0.0	0.0	286.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0
37ff76f02e76dd8fc629cb05575defb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	429.0
caf54b4995a78b51266cb0e4aed4deae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
1bf05d12bfd387888facafd52c07a37b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74a6bacdf0fb3a6e34ef1c2baad96ae4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0
5ff715b26c5f3632a12da2d4dbd758bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0
cea0486054293b47714d155ca349b763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
3ee072a59b45057a86369a7c80ad90e4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	428.0
5f8ce151844ef4c092fd0f2ffcaee5f3	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2c1dcc76478dfbb19fa59690738202c6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0
a4ca655c03a9fd3a09de413a16b9b4dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b47e999a38113e0e4e2b139e8b861fdd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
3df77157a242066dfb4eb9c19062436a	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
e2bf5a8c1878477d542ef764b910e5a2	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91b88aa295fe09a255b2f321d9d2b12b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
537e2908816dbfcfa47a4ff767cf425c	14.0	0.0	0.0	8.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5a0df24ab3d9c2d78a043cd477a54b4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a9387e76477da8688775569cf540191b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
82585d0d14cc315f9da0257c3a2875a4	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0
2c4b30ff9f23a8129b3a37d6b7e366ef	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61795ee8e60f4a0f66080ab812573fb8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0
b48a25941ae901a73b4a2830cc24b382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	712.0
dafe809740d0545dc25c6939a84a1820	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9e82bd4703bb768b16f9834147fe432f	0.0	0.0	107.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9d4e16844252e2dfbaf80a4a6fc4d55d	0.0	0.0	4.0	0.0	0.0	14.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	6.0	9.0
9b2d42844c99887e67257a377f7b193b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401.0	0.0	0.0	0.0	0.0	0.0	0.0
474c0429d88613a3b36e9438b3f50c4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
de6891b6f7a1f35bd9ccbc058b9e1a77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
3514edf8db9eb572249444bb9639b705	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d284b92d7518959fe5d52aa45b687394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	442.0
d1539f8c2855fe568d1313f20d26710d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	388.0	0.0	0.0	0.0	0.0	0.0
4eb2c50a69efefc9d10540928ce08822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
